"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-12-31,61639,"10025","NY","New York","New York","New York",0,1237700,-0.0167619955513187,-0.039276566017232,0.087609841827768,0.0989764036515273,0.048715317974547,"2017-08","2017-Q3",1296500,-0.0453528731199383,"2017-06"
2017-12-31,84654,"60657","IL","Chicago","Cook","Chicago",1,321600,-0.00309981401115933,-0.00924214417744917,0.00973312401883831,0.0363650343554041,-0.000279420847822953,"2017-06","2017-Q2",325100,-0.0107659181790218,"2017-04"
2017-12-31,84616,"60614","IL","Chicago","Cook","Chicago",2,393600,-0.00606060606060606,-0.0324483775811209,-0.0536186583313296,0.0446329564348484,-0.000708612543236509,"2016-12","2016-Q4",415900,-0.0536186583313296,"2016-02"
2017-12-31,93144,"79936","TX","El Paso","El Paso","El Paso",3,114600,0,-0.00174216027874564,0,0.000874891977429737,-0.0133611947458224,"2007-12","2007-Q4",131100,-0.125858123569794,"2006-08"
2017-12-31,84640,"60640","IL","Chicago","Cook","Chicago",4,209800,0.00334768053562889,-0.0014278914802475,0.047952047952048,0.0503629168779498,-0.0106456675981607,"2007-02","2007-Q1",238400,-0.11996644295302,"2003-08"
2017-12-31,61807,"10467","NY","New York","Bronx","New York",5,385400,0.00705513457015939,0.0255455029270889,0.0774391948560246,0.0605849375085505,0.00759932853434653,"2006-10","2006-Q4",392900,-0.0190888266734538,"2006-09"
2017-12-31,91733,"77084","TX","Houston","Harris","Houston",6,162400,-0.001230012300123,-0.000615384615384615,0.0213836477987421,0.0822154770007346,0.0232921239214943,"2017-10","2017-Q4",162900,-0.00306936771025169,"2017-09"
2017-12-31,97564,"94109","CA","San Francisco","San Francisco","San Francisco",7,1193700,0.00768191794698632,0.0308290155440415,0.0600301927004706,0.0881334713004831,0.0408317236793962,"2017-12","2017-Q4",1193700,0,"2017-12"
2017-12-31,90668,"75070","TX","Dallas-Fort Worth","Collin","McKinney",8,321400,-0.00124300807955252,0.00783944810285356,0.056194544857049,0.0976603956518323,0.0439247253302628,"2017-11","2017-Q4",321800,-0.00124300807955252,"2017-11"
2017-12-31,62037,"11226","NY","New York","Kings","New York",9,690900,0.017226148409894,0.0525594149908592,0.133924175283112,0.130055960823374,0.0455865967494502,"2017-12","2017-Q4",690900,0,"2017-12"
2017-12-31,91940,"77449","TX","Houston","Harris","Cypress",10,169700,0.0119260584376863,0.0291085506367495,0.053382991930478,0.093176934325502,0.0248990532335061,"2017-12","2017-Q4",169700,0,"2017-12"
2017-12-31,61630,"10016","NY","New York","New York","New York",11,1062200,-0.0096037296037296,-0.0334849863512284,0.135071596494978,0.0904923712326376,0.0388596732529172,"2017-08","2017-Q3",1112700,-0.0453850993079896,"2017-07"
2017-12-31,71831,"32162","FL","The Villages","Sumter","The Villages",12,245300,0.000815993472052224,-0.00768608414239482,-0.00486815415821501,0.0375606108202542,0.00285727586099838,"2007-01","2007-Q1",253900,-0.0338716029933045,"2006-09"
2017-12-31,62045,"11235","NY","New York","Kings","New York",13,607600,0.0251391935211743,0.0797938510751733,0.253558902413864,0.0944698620683957,0.0409351696025932,"2017-12","2017-Q4",607600,0,"2017-12"
2017-12-31,84646,"60647","IL","Chicago","Cook","Chicago",14,333500,0.00542659029243292,0.00572979493365501,0.0271019402525408,0.0854826466013987,0.00967047448553937,"2017-12","2017-Q4",333500,0,"2017-12"
2017-12-31,74242,"37211","TN","Nashville","Davidson","Nashville",15,238800,0.0105797714769361,0.0248927038626609,0.120600656968559,0.120997062502855,0.0473181951138775,"2017-12","2017-Q4",238800,0,"2017-12"
2017-12-31,96107,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Hawthorne",16,603000,0.00869856139176982,0.0262083049693669,0.0868781542898342,0.101780502174592,,"2017-12","2017-Q4",603000,0,"2017-12"
2017-12-31,74101,"37013","TN","Nashville","Davidson","Nashville",17,201300,0.0130850528434826,0.0307219662058372,0.147008547008547,0.0970171876790351,0.0317253530942871,"2017-12","2017-Q4",201300,0,"2017-12"
2017-12-31,84620,"60618","IL","Chicago","Cook","Chicago",18,336000,0.00659077291791492,0.0102224894768491,0.0181818181818182,0.0681015010417616,-0.00381742046863465,"2007-02","2007-Q1",351500,-0.0440967283072546,"2006-01"
2017-12-31,61703,"10128","NY","New York","New York","New York",19,1346000,-0.0179483437910404,-0.0318636265554197,0.230909922267947,0.10819828099421,0.0394877857301488,"2017-10","2017-Q4",1394300,-0.0346410385139497,"2017-08"
2017-12-31,69816,"28269","NC","Charlotte","Mecklenburg","Charlotte",20,189000,0.0101549973276323,0.0316593886462882,0.10011641443539,0.0694519853174518,0.0163530452013594,"2017-12","2017-Q4",189000,0,"2017-12"
2017-12-31,71067,"30349","GA","Atlanta","Clayton","Riverdale",21,124600,0.00322061191626409,0.00972447325769854,0.116487455197133,0.163646423521749,-0.00754259297067095,"2006-04","2006-Q2",142400,-0.125,"2002-10"
2017-12-31,93123,"79912","TX","El Paso","El Paso","El Paso",22,174200,0.00114942528735632,0.0133798720186155,0.0283353010625738,0.0035976327050109,-0.00848775512740496,"2007-12","2007-Q4",189700,-0.0817079599367422,"2006-09"
2017-12-31,96027,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",23,1369200,0.0030034429712109,0.0375085246646965,0.0812603648424544,0.113406285471724,0.0307423027999889,"2017-12","2017-Q4",1369200,0,"2017-12"
2017-12-31,97771,"94565","CA","San Francisco","Contra Costa","Pittsburg",24,408200,0.00740375123395854,0.027693856998993,0.099676724137931,0.175978208754592,0.00349598230658965,"2006-07","2006-Q3",470000,-0.131489361702128,"2005-03"
2017-12-31,61796,"10456","NY","New York","Bronx","New York",25,348900,0.00287438919229664,0.0180916253282755,0.078516228748068,0.0593655730355238,,"2017-12","2017-Q4",348900,0,"2017-12"
2017-12-31,84615,"60613","IL","Chicago","Cook","Chicago",26,211300,0.00811068702290076,0.00332383665716999,0.059679037111334,0.0422580725030679,-0.0130247328749689,"2007-09","2007-Q3",241500,-0.125051759834369,"2002-11"
2017-12-31,66133,"20009","DC","Washington","District of Columbia","Washington",27,544400,-0.000734214390602056,-0.005662100456621,-0.00711289440087543,0.03771741241792,0.0195892579976809,"2017-03","2017-Q1",561000,-0.0295900178253119,"2016-11"
2017-12-31,66126,"20002","DC","Washington","District of Columbia","Washington",28,613000,0.0044240537440603,0.0147326601556034,0.0356479134989018,0.0933174887751673,,"2017-12","2017-Q4",613000,0,"2017-12"
2017-12-31,66843,"21234","MD","Baltimore","Baltimore","Parkville",29,201200,0,-0.00396039603960396,0.00099502487562189,0.0211603808005252,-0.01085374198126,"2007-07","2007-Q3",225800,-0.108945969884854,"2005-11"
2017-12-31,86026,"63376","MO","St. Louis","Saint Charles","Saint Peters",30,181700,0,0.00609080841638981,-0.0220667384284177,0.0329642440214886,0.0049185948593844,"2017-04","2017-Q2",192300,-0.0551222048881955,"2016-09"
2017-12-31,91685,"77036","TX","Houston","Harris","Houston",31,114500,0.0168738898756661,0.0324616771866546,0.0731021555763824,0.105004728432184,0.0315834181196253,"2016-08","2016-Q3",117500,-0.025531914893617,"2016-07"
2017-12-31,70829,"30044","GA","Atlanta","Gwinnett","Lawrenceville",32,178300,0.0119182746878547,0.0342227378190255,0.0858708891595615,0.140995901514105,0.00957092071608101,"2017-12","2017-Q4",178300,0,"2017-12"
2017-12-31,61803,"10463","NY","New York","Bronx","New York",33,549100,0.03584229390681,0.109741309620049,0.185449050086356,0.0898640284700145,0.0203523847206626,"2017-12","2017-Q4",549100,0,"2017-12"
2017-12-31,84630,"60629","IL","Chicago","Cook","Chicago",34,161000,0.00436681222707424,0.0164141414141414,0.0215736040609137,0.0639352442033523,-0.0325711671537494,"2006-08","2006-Q3",233400,-0.310197086546701,"2003-06"
2017-12-31,84627,"60625","IL","Chicago","Cook","Chicago",35,268700,-0.00111524163568773,0.00787696924231058,0.0410693529639675,0.0587252220036365,-0.0130437751202787,"2007-09","2007-Q3",309800,-0.132666236281472,"2004-10"
2017-12-31,62017,"11206","NY","New York","Kings","New York",36,690700,0.00641119044149789,0.0452481840193705,0.237370118237191,0.114771112980783,0.0643520578152184,"2017-12","2017-Q4",690700,0,"2017-12"
2017-12-31,62040,"11230","NY","New York","Kings","New York",37,844200,-0.00165562913907285,0,0.0392712052197464,0.0976570693435113,0.0321837634376594,"2017-10","2017-Q4",847100,-0.00342344469366072,"2017-09"
2017-12-31,62020,"11209","NY","New York","Kings","New York",38,854600,0.00340495479628977,0.037765634486946,0.267012601927354,0.114055197540851,0.051685960517726,"2017-12","2017-Q4",854600,0,"2017-12"
2017-12-31,62012,"11201","NY","New York","Kings","New York",39,1242900,0.00974896417255667,0.0619446343130554,0.316073697585769,0.149012843916447,0.106298093179063,"2017-12","2017-Q4",1242900,0,"2017-12"
2017-12-31,92551,"78613","TX","Austin","Williamson","Cedar Park",40,283500,0.0114163396361042,0.0327868852459016,0.0783567896538608,0.084816376215229,0.0342196941293802,"2017-12","2017-Q4",283500,0,"2017-12"
2017-12-31,62023,"11212","NY","New York","Kings","New York",41,410700,0.00464774951076321,0.0221503235440518,0.109400324149109,0.073634868338923,0.0123110512153906,"2017-12","2017-Q4",410700,0,"2017-12"
2017-12-31,74126,"37042","TN","Clarksville","Montgomery","Clarksville",42,129600,0.0062111801242236,0.0117096018735363,0.0426387771520515,0.0161896432501165,0.0169028037247567,"2017-12","2017-Q4",129600,0,"2017-12"
2017-12-31,90823,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",43,323400,-0.00092678405931418,0.00967842647517952,0.0382022471910112,0.0839694681700855,0.0349839048511009,"2017-11","2017-Q4",323700,-0.00092678405931418,"2017-11"
2017-12-31,94748,"85032","AZ","Phoenix","Maricopa","Phoenix",44,244300,-0.00488798370672098,0,0.048048048048048,0.0996972489913277,0.00165224701057887,"2006-04","2006-Q2",259600,-0.0589368258859784,"2005-11"
2017-12-31,92271,"78130","TX","San Antonio","Comal","New Braunfels",45,200200,0,-0.000499251123315027,0.0335570469798658,0.0605692961819826,0.0283331111090181,"2017-10","2017-Q4",200600,-0.00199401794616152,"2017-09"
2017-12-31,62025,"11214","NY","New York","Kings","New York",46,670500,0.00404312668463612,0.018068630428181,0.0897123354461238,0.0789291985411065,0.0428116355841162,"2017-12","2017-Q4",670500,0,"2017-12"
2017-12-31,92481,"78521","TX","Brownsville","Cameron","Brownsville",47,76600,0.0268096514745308,0.0493150684931507,0.134814814814815,0.0369207905620457,0.0398959839805717,"2017-12","2017-Q4",76600,0,"2017-12"
2017-12-31,70828,"30043","GA","Atlanta","Gwinnett","Lawrenceville",48,223600,0.00584795321637427,0.0177514792899408,0.0928641251221896,0.095984666012775,0.0136241648313709,"2017-12","2017-Q4",223600,0,"2017-12"
2017-12-31,70874,"30096","GA","Atlanta","Gwinnett","Duluth",49,209600,0.00769230769230769,0.0189596499756928,0.0792996910401648,0.103145821709048,0.0144986300104526,"2017-12","2017-Q4",209600,0,"2017-12"
2017-12-31,67732,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",50,251800,-0.00158604282315623,-0.00395569620253165,0.00318725099601594,0.0207737181521586,-0.00430456967944914,"2006-08","2006-Q3",266300,-0.0544498685692828,"2005-11"
2017-12-31,97711,"94501","CA","San Francisco","Alameda","Alameda",51,974300,0.0125753481604656,0.0393641988478771,0.0854500891265597,0.112551430525027,0.0415937555227843,"2017-12","2017-Q4",974300,0,"2017-12"
2017-12-31,60545,"07030","NJ","New York","Hudson","Hoboken",52,784900,0.000637429882712902,0.015263225973354,0.0799394606494221,0.0972940816108745,0.0463994340413945,"2017-12","2017-Q4",784900,0,"2017-12"
2017-12-31,84621,"60619","IL","Chicago","Cook","Chicago",53,141000,0,-0.00774102744546094,-0.0201528839471855,0.0290336610711879,-0.0205845757691336,"2007-09","2007-Q3",176300,-0.20022688598979,"2004-12"
2017-12-31,89925,"73099","OK","Oklahoma City","Canadian","Yukon",54,158400,0.00189753320683112,0.00571428571428571,0.00126422250316056,0.0247110813014202,,"2016-11","2016-Q4",158700,-0.00189035916824197,"2016-09"
2017-12-31,62039,"11229","NY","New York","Kings","New York",55,682800,0.00589275191514437,0.00220167327168648,0.0829500396510706,0.0765938693498573,0.0319392323904408,"2017-12","2017-Q4",682800,0,"2017-12"
2017-12-31,97565,"94110","CA","San Francisco","San Francisco","San Francisco",56,1464100,0.0175133782750712,0.0547510986240184,0.124241726176764,0.131873475266279,0.0592825399157313,"2017-12","2017-Q4",1464100,0,"2017-12"
2017-12-31,69823,"28277","NC","Charlotte","Mecklenburg","Charlotte",57,341000,0.00679067020962504,0.0185185185185185,0.0567090176634645,0.069409740690062,0.0188904634748361,"2017-12","2017-Q4",341000,0,"2017-12"
2017-12-31,90795,"75243","TX","Dallas-Fort Worth","Dallas","Dallas",58,198800,0.00302724520686176,0.0354166666666667,0.10016602102933,0.122005317843567,0.0428313515045684,"2017-12","2017-Q4",198800,0,"2017-12"
2017-12-31,96015,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",59,1136300,0.0136485280999108,0.0552563150074294,0.131434830230011,0.117915795392078,0.040945420821499,"2017-12","2017-Q4",1136300,0,"2017-12"
2017-12-31,72463,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",60,332500,-0.00568181818181818,-0.011887072808321,-0.0580736543909348,0.0597129820907001,-0.00522982648581416,"2006-08","2006-Q3",402300,-0.173502361421825,"2005-08"
2017-12-31,72442,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",61,366200,0.000273149412728763,0.00576764625102994,-0.0245071923281833,0.0628474016659077,0.00453489945034935,"2017-01","2017-Q1",376200,-0.0265816055289739,"2016-04"
2017-12-31,77007,"44107","OH","Cleveland","Cuyahoga","Lakewood",62,157200,-0.00443318556048132,-0.00443318556048132,0.0693877551020408,0.0701555392986193,0.0209210742604455,"2017-10","2017-Q4",158400,-0.00757575757575758,"2017-09"
2017-12-31,91889,"77379","TX","Houston","Harris","Tomball",63,233800,0.00559139784946236,0.010371650821089,0.0656335460346399,0.0555770305325918,0.02225952842027,"2016-03","2016-Q1",234300,-0.00213401621852326,"2016-03"
2017-12-31,96025,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",64,421200,0.00501073729420186,0.0205960746304822,0.116945107398568,0.120281563151073,0.00150816142537091,"2007-04","2007-Q2",431200,-0.023191094619666,"2006-09"
2017-12-31,72578,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",65,280600,0.00107028184088477,0.0126308191988452,0.0697674418604651,0.128225359744032,0.0125492726066014,"2006-03","2006-Q1",327200,-0.142420537897311,"2005-05"
2017-12-31,96193,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Norwalk",66,460600,0.00501854680340388,0.0197033429267213,0.0676866017617061,0.0898969101957394,0.00615189286748397,"2006-11","2006-Q4",482200,-0.0447946909995852,"2006-02"
2017-12-31,96239,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",67,442900,0.0100342075256556,0.0304792926942764,0.0957446808510638,0.108017021446567,0.00498855255728814,"2006-08","2006-Q3",458500,-0.0340239912758997,"2006-05"
2017-12-31,62018,"11207","NY","New York","Kings","New York",68,382100,-0.000784518828451883,0.0105792118487173,0.0596228508042152,0.0633181779421312,0.00273636494741258,"2017-11","2017-Q4",382400,-0.000784518828451883,"2017-10"
2017-12-31,90665,"75067","TX","Dallas-Fort Worth","Denton","Lewisville",69,237900,0.0101910828025478,0.0420499342969777,0.117951127819549,0.0986898857223779,0.0437735189334634,"2017-12","2017-Q4",237900,0,"2017-12"
2017-12-31,84619,"60617","IL","Chicago","Cook","Chicago",70,118800,0.00337837837837838,0.0153846153846154,0.0188679245283019,0.0136748987845314,-0.0284809390438078,"2007-03","2007-Q1",163700,-0.274282223579719,"2003-11"
2017-12-31,61633,"10019","NY","New York","New York","New York",71,1280200,-0.0127246086218863,-0.0376606780425468,-0.0192292959472918,0.0727084220237344,0.0295780731336419,"2017-07","2017-Q3",1369900,-0.0654792320607344,"2015-11"
2017-12-31,76953,"44035","OH","Cleveland","Lorain","Elyria",72,93200,-0.00427350427350427,-0.00427350427350427,0.026431718061674,0.0266886741675558,-0.0155380355712058,"2006-09","2006-Q3",114800,-0.18815331010453,"2000-03"
2017-12-31,67730,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",73,197900,-0.000505050505050505,-0.00252016129032258,0.0164355418592707,0.0230362413563001,-0.0070460033721419,"2007-09","2007-Q3",213900,-0.0748013090229079,"2006-02"
2017-12-31,65810,"19143","PA","Philadelphia","Philadelphia","Philadelphia",74,72600,0.00833333333333333,0.0239774330042313,0.0917293233082707,0.045208004960702,0.00336731779938848,"2017-12","2017-Q4",72600,0,"2017-12"
2017-12-31,79054,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",75,202000,0.00798403193612774,0.0150753768844221,0.0942578548212351,0.0865234600368829,0.0159123198712623,"2017-12","2017-Q4",202000,0,"2017-12"
2017-12-31,92617,"78704","TX","Austin","Travis","Austin",76,524000,0.00440866398313207,0.00866217516843118,0.0742107421074211,0.0878138123007057,0.0540982632021827,"2017-04","2017-Q2",524800,-0.00152439024390244,"2017-04"
2017-12-31,96990,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange","Westminster",77,627600,0.00383877159309021,0.0106280193236715,0.0594193112761648,0.084627355122308,0.0121507355098869,"2006-06","2006-Q2",641900,-0.0222776133354105,"2006-03"
2017-12-31,61148,"08701","NJ","New York","Ocean","Lakewood Township",78,300600,0.00838644750083864,0.0134861766689144,-0.012807881773399,0.0479858654191592,0.00791909617800579,"2006-02","2006-Q1",319500,-0.0591549295774648,"2005-06"
2017-12-31,95048,"85710","AZ","Tucson","Pima","Tucson",79,170300,0.00353565114908662,0.0203714799281007,0.0751262626262626,0.0576140709307171,-0.0110945499223863,"2006-05","2006-Q2",204600,-0.167644183773216,"2005-05"
2017-12-31,87074,"66062","KS","Kansas City","Johnson","Olathe",80,240800,0.0156052298608182,0.0348087666523421,0.0664304694419841,0.0572409171826433,0.020123940328711,"2017-12","2017-Q4",240800,0,"2017-12"
2017-12-31,92654,"78745","TX","Austin","Travis","Austin",81,282100,0.00822015725518227,0.0176767676767677,0.0685606060606061,0.107644882913188,0.0526338789834278,"2017-12","2017-Q4",282100,0,"2017-12"
2017-12-31,98325,"95630","CA","Sacramento","Sacramento","Folsom",82,511700,-0.00175575497463909,0.00708521944499114,0.0481360098320361,0.0723232118880743,0.0180457918003607,"2006-01","2006-Q1",528600,-0.0319712447975785,"2005-08"
2017-12-31,96545,"91910","CA","San Diego","San Diego","Chula Vista",83,503800,0.00518754988028731,0.0140901771336554,0.0751173708920188,0.0823957408541562,0.00953250704840913,"2006-05","2006-Q2",546900,-0.0788078259279576,"2004-11"
2017-12-31,96007,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",84,910300,0.0118941751889729,0.0373789173789174,0.111884695248565,0.109884455416169,0.0404179706898393,"2017-12","2017-Q4",910300,0,"2017-12"
2017-12-31,61790,"10314","NY","New York","Richmond","New York",85,515200,0.00881143528490307,0.0226280269948392,0.154380461572933,0.0714803353550828,0.0241061686025763,"2017-12","2017-Q4",515200,0,"2017-12"
2017-12-31,95306,"87111","NM","Albuquerque","Bernalillo","Albuquerque",86,249500,0.00645421540943929,0.0162932790224033,0.0101214574898785,0.0352685315573789,-0.0039220672657303,"2007-09","2007-Q3",262100,-0.0480732544830218,"2006-10"
2017-12-31,97764,"94558","CA","Napa","Napa","Napa",87,614700,0,0.00211933485490708,0.0296482412060301,0.105428629440362,0.00589693219927834,"2006-02","2006-Q1",620700,-0.0096665055582407,"2005-12"
2017-12-31,62026,"11215","NY","New York","Kings","New York",88,1248200,0.00289249558090953,0.0186061694140689,0.209144628499467,0.124274533389514,0.0820113869090582,"2017-12","2017-Q4",1248200,0,"2017-12"
2017-12-31,99534,"98052","WA","Seattle","King","Redmond",89,826300,0.00559815017646343,0.0314567469729122,0.182624874767425,0.13161061200289,0.0469399509722532,"2017-12","2017-Q4",826300,0,"2017-12"
2017-12-31,70810,"30024","GA","Atlanta","Gwinnett","Suwanee",90,331800,0.00423728813559322,0.00912408759124088,0.0388227927363807,0.0798255234206102,0.0178119352803536,"2017-12","2017-Q4",331800,0,"2017-12"
2017-12-31,71864,"32210","FL","Jacksonville","Duval","Jacksonville",91,128600,0.0133963750985028,0.0438311688311688,0.156474820143885,0.130645206399873,-0.00796045333109741,"2007-05","2007-Q2",145400,-0.115543328748281,"2005-12"
2017-12-31,60081,"06010","CT","Hartford","Hartford","Bristol",92,172900,-0.000578034682080925,-0.00288350634371396,-0.00632183908045977,0,-0.0205038115739768,"2007-04","2007-Q2",219100,-0.210862619808307,"2004-05"
2017-12-31,62032,"11221","NY","New York","Kings","New York",93,1014900,-0.007626870049868,0.0018756169792695,0.0439210039086608,0.177947792336612,0.0801828303453433,"2017-06","2017-Q2",1025500,-0.010336421257923,"2017-05"
2017-12-31,72363,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",94,216700,-0.00184246890833717,0.0212064090480679,0.0791832669322709,0.137079453221899,,"2017-11","2017-Q4",217100,-0.00184246890833717,"2017-11"
2017-12-31,84612,"60610","IL","Chicago","Cook","Chicago",95,272200,-0.00219941348973607,0.00479881875230712,0.0940514469453376,0.0538584659854529,-0.00235710208889495,"2008-03","2008-Q1",283600,-0.040197461212976,"2007-07"
2017-12-31,71005,"30281","GA","Atlanta","Henry","Stockbridge",96,149900,0.000667556742323097,0.00267558528428094,0.061614730878187,0.107418628339961,0,"2006-12","2006-Q4",157400,-0.0476493011435832,"2005-09"
2017-12-31,95804,"89108","NV","Las Vegas","Clark","Las Vegas",97,191300,0.0089662447257384,0.0459267359212685,0.175061425061425,0.169074459734738,-0.0143283406325725,"2006-06","2006-Q2",249600,-0.233573717948718,"2004-10"
2017-12-31,92336,"78240","TX","San Antonio","Bexar","San Antonio",98,171700,0.00468110005851375,0.0123820754716981,0.0585696670776819,0.0586899991890475,0.0164857088694037,"2017-12","2017-Q4",171700,0,"2017-12"
2017-12-31,94820,"85225","AZ","Phoenix","Maricopa","Chandler",99,245200,0.000407996736026112,0.010717230008244,0.074967119684349,0.103133198394797,0.00729936897133387,"2006-03","2006-Q1",257700,-0.0485060147458285,"2005-11"
2017-12-31,91926,"77433","TX","Houston","Harris","Cypress",100,224900,0.00626398210290828,0.0107865168539326,0.0568609022556391,0.0527808454595553,0.0255802645672978,"2016-04","2016-Q2",229500,-0.0200435729847495,"2016-01"
2017-12-31,58669,"02169","MA","Boston","Norfolk","Quincy",101,402300,0.0090293453724605,0.0267993874425727,0.0479291482156812,0.0723539092905283,0.0232476116335496,"2017-12","2017-Q4",402300,0,"2017-12"
2017-12-31,72347,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",102,206700,0.000968523002421308,0.0167240531234629,0.0627249357326478,0.0971838966949394,0.0000483921710818791,"2006-01","2006-Q1",272700,-0.242024202420242,"2005-02"
2017-12-31,64180,"15601","PA","Pittsburgh","Westmoreland","Greensburg",103,143900,0.00559049615653389,0.0148095909732017,0.0176803394625177,0.0235341392879269,0.0128110195759812,"2017-12","2017-Q4",143900,0,"2017-12"
2017-12-31,97431,"93722","CA","Fresno","Fresno","Fresno",104,232800,0.00518134715025907,0.014821272885789,0.0718232044198895,0.0954166144638613,-0.00658498681744557,"2006-04","2006-Q2",308200,-0.244646333549643,"2004-10"
2017-12-31,79040,"48180","MI","Detroit","Wayne","Taylor",105,92700,0.00542299349240781,0.0209251101321586,0.0816802800466744,0.104485772955917,-0.011815759408459,"2005-08","2005-Q3",123200,-0.247564935064935,"2000-03"
2017-12-31,92341,"78245","TX","San Antonio","Bexar","San Antonio",106,156700,0.00771704180064309,0.0195185426154847,0.121689334287759,0.0668200968748718,0.0225325601714863,"2017-12","2017-Q4",156700,0,"2017-12"
2017-12-31,65133,"17603","PA","Lancaster","Lancaster","Lancaster",107,151100,0.00332005312084993,0.0161398789509079,0.0610955056179775,0.0272409630838979,0.00594780539871054,"2017-12","2017-Q4",151100,0,"2017-12"
2017-12-31,98304,"95608","CA","Sacramento","Sacramento","Carmichael",108,385400,0.0039072675175827,0.0201164637374272,0.0756349427853754,0.0862816851351818,0.00709312334613887,"2005-12","2005-Q4",444500,-0.132958380202475,"2004-11"
2017-12-31,94890,"85308","AZ","Phoenix","Maricopa","Glendale",109,278400,0.00179920834832674,0.0131004366812227,0.0589577786230506,0.0824959762548865,0.00344066041581903,"2006-01","2006-Q1",316900,-0.121489428841906,"2005-08"
2017-12-31,97740,"94533","CA","Vallejo","Solano","Fairfield",110,364300,0.0161785216178522,0.0299689001979078,0.122304374614911,0.154394765146407,0.0027872463827634,"2006-04","2006-Q2",427500,-0.147836257309942,"2005-02"
2017-12-31,84613,"60611","IL","Chicago","Cook","Chicago",111,303600,-0.00524246395806029,-0.0193798449612403,0.00563100364359059,0.0142954386017251,-0.00329902569439522,"2009-06","2009-Q2",342200,-0.112799532437171,"2006-07"
2017-12-31,76491,"43055","OH","Columbus","Licking","Newark",112,113300,0,0.00890471950133571,0.063849765258216,,,"2015-07","2015-Q3",168500,-0.327596439169139,
2017-12-31,63776,"14850","NY","Ithaca","Tompkins","Ithaca",113,251800,0.00841009211053264,0.0165522809850626,0.0340862422997947,0.0471409557103264,0.0269512826623939,"2017-07","2017-Q3",253400,-0.00631412786108919,"2017-06"
2017-12-31,95309,"87114","NM","Albuquerque","Bernalillo","Albuquerque",114,211600,0.0028436018957346,0.00954198473282443,0.0532603285216526,0.0396651884234813,-0.00509973937705099,"2007-08","2007-Q3",226000,-0.063716814159292,"2006-09"
2017-12-31,72362,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",115,255600,0.00117508813160987,0.02485966319166,0.11957950065703,0.153062007210094,0.00585728091098736,"2006-06","2006-Q2",280700,-0.0894193088706804,"2005-10"
2017-12-31,93203,"80013","CO","Denver","Arapahoe","Aurora",116,322500,0.0090738423028786,0.0215394361735825,0.0822147651006711,0.121715639237058,0.0531742580066337,"2017-12","2017-Q4",322500,0,"2017-12"
2017-12-31,66705,"20906","MD","Washington","Montgomery","Silver Spring",117,326000,-0.00397189123128628,-0.00640048765620238,0.00710534445474205,0.0399598224746982,-0.0133513598149959,"2007-03","2007-Q1",393600,-0.171747967479675,"2005-01"
2017-12-31,74156,"37075","TN","Nashville","Sumner","Hendersonville",118,272100,0.00628698224852071,0.0229323308270677,0.0819085487077535,0.0726711677446341,0.0329812015357291,"2017-12","2017-Q4",272100,0,"2017-12"
2017-12-31,62022,"11211","NY","New York","Kings","New York",119,1100000,0.001001001001001,0.0296733127398671,0.0171058714748035,0.101947244604219,,"2016-09","2016-Q3",1109300,-0.00838366537456053,"2016-09"
2017-12-31,96047,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",120,1284000,0.00682192425311691,0.0341494845360825,0.074387080579031,0.121567194058307,0.0488566104209878,"2017-12","2017-Q4",1284000,0,"2017-12"
2017-12-31,62093,"11385","NY","New York","Queens","New York",121,652300,0.000613591041570793,0.0069465884532263,0.0987030486777834,0.0948198643688689,0.0276679505270971,"2017-12","2017-Q4",652300,0,"2017-12"
2017-12-31,94870,"85281","AZ","Phoenix","Maricopa","Tempe",122,226600,0.0017683465959328,0.0102541239411502,0.0693723454459651,0.0981344141851095,-0.000132295567358498,"2006-08","2006-Q3",240600,-0.058187863674148,"2006-01"
